"","ano","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"82","2016","AC","PCdoB",10,2246,8,506724,44260.6,18403.79,"3"
"30","2016","AC","PSB",34,2246,8,506724,44260.6,67500,"3"
"14","2016","AC","PSDB",54,2246,8,506724,44260.6,2842.27,"1"
"49","2016","AC","PT",68,2246,8,506724,44260.6,50245.4,"1"
"996","2016","AL","AVANTE",2,1485,9,1995727,40572.24,184000,"9"
"930","2016","AL","PDT",20,1485,9,1995727,40572.24,36908.54,"8"
"791","2016","AL","PL",34,1485,9,1995727,40572.24,36000,"2"
"696","2016","AL","PODEMOS",9,1485,9,1995727,40572.24,4915.14,"1"
"952","2016","AL","PP",38,1485,9,1995727,40572.24,19240.02,"7"
"897","2016","AL","PRTB",1,1485,9,1995727,40572.24,2766.31,"7"
"981","2016","AL","PSB",34,1485,9,1995727,40572.24,127495.14,"8"
"883","2016","AL","PSD",36,1485,9,1995727,40572.24,129400,"3"
"932","2016","AL","PSDB",54,1485,9,1995727,40572.24,90000,"5"
"989","2016","AL","PT",68,1485,9,1995727,40572.24,88622.64,"9"
"971","2016","AL","PTB",25,1485,9,1995727,40572.24,5282.36,"4"
"1479","2016","AM","DEM",21,1932,8,2226891,43198.26,62000,"10"
"1094","2016","AM","MDB",65,1932,8,2226891,43198.26,46400,"3"
"1116","2016","AM","PDT",20,1932,8,2226891,43198.26,4966.22,"5"
"1429","2016","AM","PL",34,1932,8,2226891,43198.26,12022.31,"5"
"1443","2016","AM","PP",38,1932,8,2226891,43198.26,123347.79,"6"
"1450","2016","AM","PSDB",54,1932,8,2226891,43198.26,39743.93,"10"
"1150","2016","AM","REPUBLICANOS",21,1932,8,2226891,43198.26,3547.64,"3"
"1522","2016","AP","MDB",65,1791,8,455514,43002.92,61627.38,"1"
"1745","2016","AP","PCdoB",10,1791,8,455514,43002.92,176900,"8"
"1623","2016","AP","PDT",20,1791,8,455514,43002.92,128904.5,"5"
"1738","2016","AP","PL",34,1791,8,455514,43002.92,1048.53,"5"
"1742","2016","AP","PODEMOS",9,1791,8,455514,43002.92,1070.56,"10"
"1695","2016","AP","PP",38,1791,8,455514,43002.92,17500,"7"
"1595","2016","AP","PSB",34,1791,8,455514,43002.92,35631.66,"5"
"1590","2016","AP","PSD",36,1791,8,455514,43002.92,13528.07,"4"
"2888","2016","BA","DEM",21,1060,39,10185417,38638.99,3799.59,"7"
"2551","2016","BA","MDB",65,1060,39,10185417,38638.99,1035,"4"
"2852","2016","BA","PATRIOTA",5,1060,39,10185417,38638.99,672.72,"7"
"2847","2016","BA","PCdoB",10,1060,39,10185417,38638.99,7505.84,"8"
"2516","2016","BA","PDT",20,1060,39,10185417,38638.99,4401.44,"2"
"2461","2016","BA","PL",34,1060,39,10185417,38638.99,71400,"1"
"2855","2016","BA","PODEMOS",9,1060,39,10185417,38638.99,114329.08,"6"
"3022","2016","BA","PP",38,1060,39,10185417,38638.99,1801.46,"6"
"2988","2016","BA","PSB",34,1060,39,10185417,38638.99,28852.62,"9"
"2875","2016","BA","PSC",13,1060,39,10185417,38638.99,28800,"5"
"2531","2016","BA","PSD",36,1060,39,10185417,38638.99,18818.31,"3"
"2991","2016","BA","PSDB",54,1060,39,10185417,38638.99,73256.85,"9"
"2353","2016","BA","PT",68,1060,39,10185417,38638.99,1268.1,"1"
"3048","2016","BA","PTB",25,1060,39,10185417,38638.99,10500,"11"
