"","ano","mes","legislatura","uf","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"60126","2015","10","55","MA",21,1524,18,4497336,41779.83,52.5,"90"
"68848","2015","10","55","MG",68,624,53,15248681,35720.85,13264.26,"80"
"77494","2015","10","55","MG",15,624,53,15248681,35720.85,2363,"115"
"70231","2015","10","55","MG",34,624,53,15248681,35720.85,845.02,"101"
"81516","2015","10","55","MS",34,878,8,1818937,40170.98,6841.73,"41"
"84185","2015","10","55","MT",21,873,8,2189703,39056.17,9970,"4"
"89528","2015","10","55","PA",65,1592,17,5188450,41855.59,4972,"14"
"96525","2015","10","55","PA",5,1592,17,5188450,41855.59,334,"99"
"100465","2015","10","55","PB",65,1716,12,2835882,41660.7,7033.74,"77"
"97296","2015","10","55","PB",38,1716,12,2835882,41660.7,7500,"12"
"114671","2015","10","55","PE",21,1657,25,6356307,41304.94,1108.31,"131"
"112812","2015","10","55","PE",20,1657,25,6356307,41304.94,15985,"81"
"116131","2015","10","55","PI",34,1313,10,2345694,40599.91,19800,"2"
"121841","2015","10","55","PR",8,1081,30,7865950,38500,3844.25,"46"
"120836","2015","10","55","PR",38,1081,30,7865950,38500,8275.41,"17"
"125992","2015","10","55","PR",8,1081,30,7865950,38500,6000,"121"
"140251","2015","10","55","RJ",34,933,46,12141145,35388.11,247.11,"159"
"138199","2015","10","55","RJ",20,933,46,12141145,35388.11,1096.95,"112"
"136647","2015","10","55","RJ",5,933,46,12141145,35388.11,395.74,"75"
"150438","2015","10","55","RN",9,1775,8,2327451,42360.13,4718.58,"31"
"153281","2015","10","55","RO",21,1900,8,1127154,43300.63,720.67,"17"
"159262","2015","10","55","RR",38,2496,8,299558,45240.67,5083.59,"31"
"167130","2015","10","55","RS",NA,1619,31,8392033,40504.04,1450.09,"108"
"167477","2015","10","55","RS",25,1619,31,8392033,40504.04,344.5,"113"
"178498","2015","10","55","SC",65,1314,16,4859324,39505.92,42843.2,"62"
"177764","2015","10","55","SC",65,1314,16,4859324,39505.92,12200,"46"
"181436","2015","10","55","SE",36,1292,8,1454165,39767.4,39175,"19"
"188478","2015","10","55","SP",68,873,70,31998432,36671.67,61142.69,"14"
"195646","2015","10","55","SP",34,873,70,31998432,36671.67,29118.36,"97"
"199456","2015","10","55","SP",8,873,70,31998432,36671.67,5224.47,"170"
"203819","2015","10","55","TO",36,620,8,996887,39131.75,816.95,"3"
"198","2015","11","55","AC",65,2246,8,506724,44260.6,24113.86,"3"
"7699","2015","11","55","AL",68,1485,9,1995727,40572.24,10500,"36"
"11482","2015","11","55","AM",65,1932,8,2226891,43198.26,51015,"17"
"14960","2015","11","55","AP",20,1791,8,455514,43002.92,1205.77,"27"
"24993","2015","11","55","BA",13,1060,39,10185417,38638.99,86.55,"113"
"21400","2015","11","55","BA",34,1060,39,10185417,38638.99,10900,"23"
"36680","2015","11","55","CE",54,1687,22,6271554,42079.91,10442.19,"84"
"37137","2015","11","55","CE",9,1687,22,6271554,42079.91,41.14,"93"
"40019","2015","11","55","DF",15,0,8,1897677,30416.8,10000,"1"
"43357","2015","11","55","ES",1,947,10,2653536,37052.05,2564.8,"10"
"51888","2015","11","55","GO",65,173,17,4331733,35135.2,5575,"7"
"53663","2015","11","55","GO",34,173,17,4331733,35135.2,1665.5,"48"
"56030","2015","11","55","MA",5,1524,18,4497336,41779.83,4263.47,"8"
"59016","2015","11","55","MA",8,1524,18,4497336,41779.83,6427.99,"64"
"68589","2015","11","55","MG",34,624,53,15248681,35720.85,1570.42,"73"
"69207","2015","11","55","MG",38,624,53,15248681,35720.85,18451.37,"88"
"66350","2015","11","55","MG",65,624,53,15248681,35720.85,21878.5,"56"
"83832","2015","11","55","MS",54,878,8,1818937,40170.98,390.77,"46"
"84554","2015","11","55","MT",21,873,8,2189703,39056.17,1045.99,"11"
"94306","2015","11","55","PA",13,1592,17,5188450,41855.59,2812,"40"
"89965","2015","11","55","PA",21,1592,17,5188450,41855.59,13875,"23"
"99349","2015","11","55","PB",54,1716,12,2835882,41660.7,253.46,"56"
"97842","2015","11","55","PB",34,1716,12,2835882,41660.7,96000,"24"
"109234","2015","11","55","PE",34,1657,25,6356307,41304.94,14031.04,"8"
"110050","2015","11","55","PE",34,1657,25,6356307,41304.94,9513.93,"24"
"119030","2015","11","55","PI",36,1313,10,2345694,40599.91,9000,"49"
"120981","2015","11","55","PR",38,1081,30,7865950,38500,13,"16"
"126140","2015","11","55","PR",20,1081,30,7865950,38500,490.94,"116"
"121750","2015","11","55","PR",34,1081,30,7865950,38500,12800,"38"
"140210","2015","11","55","RJ",25,933,46,12141145,35388.11,12800,"157"
"135597","2015","11","55","RJ",5,933,46,12141145,35388.11,147.72,"65"
"135967","2015","11","55","RJ",65,933,46,12141145,35388.11,23269.58,"77"
"147459","2015","11","55","RN",9,1775,8,2327451,42360.13,20800,"21"
"153530","2015","11","55","RO",36,1900,8,1127154,43300.63,2571.37,"17"
"160433","2015","11","55","RR",38,2496,8,299558,45240.67,4000,"52"
"163783","2015","11","55","RS",38,1619,31,8392033,40504.04,19565.87,"33"
"163240","2015","11","55","RS",NA,1619,31,8392033,40504.04,272.99,"24"
"178567","2015","11","55","SC",68,1314,16,4859324,39505.92,1421.61,"61"
"177542","2015","11","55","SC",65,1314,16,4859324,39505.92,16968.86,"39"
"181168","2015","11","55","SE",34,1292,8,1454165,39767.4,10000,"12"
"196825","2015","11","55","SP",8,873,70,31998432,36671.67,4555.22,"113"
"198685","2015","11","55","SP",13,873,70,31998432,36671.67,89.9,"154"
"199599","2015","11","55","SP",10,873,70,31998432,36671.67,6660,"173"
"203688","2015","11","55","TO",21,620,8,996887,39131.75,1094.1,"7"
"3537","2015","12","55","AC",54,2246,8,506724,44260.6,819.56,"28"
"5355","2015","12","55","AL",38,1485,9,1995727,40572.24,79000,"24"
"12119","2015","12","55","AM",21,1932,8,2226891,43198.26,150,"32"
"15884","2015","12","55","AP",38,1791,8,455514,43002.92,454.11,"33"
"24258","2015","12","55","BA",36,1060,39,10185417,38638.99,11142.28,"93"
"24132","2015","12","55","BA",5,1060,39,10185417,38638.99,5347.44,"92"
"36563","2015","12","55","CE",15,1687,22,6271554,42079.91,3557.83,"75"
"34370","2015","12","55","CE",20,1687,22,6271554,42079.91,47,"35"
"41376","2015","12","55","DF",21,0,8,1897677,30416.8,440.79,"35"
"43355","2015","12","55","ES",20,947,10,2653536,37052.05,4503.35,"18"
"53519","2015","12","55","GO",25,173,17,4331733,35135.2,5750,"45"
"53027","2015","12","55","GO",65,173,17,4331733,35135.2,95.26,"34"
"57894","2015","12","55","MA",21,1524,18,4497336,41779.83,575.22,"30"
"60006","2015","12","55","MA",54,1524,18,4497336,41779.83,41200,"77"
"77678","2015","12","55","MG",34,624,53,15248681,35720.85,24782.09,"119"
"78685","2015","12","55","MG",21,624,53,15248681,35720.85,23500,"137"
"64848","2015","12","55","MG",34,624,53,15248681,35720.85,108120,"27"
"80155","2015","12","55","MS",54,878,8,1818937,40170.98,4143.49,"6"
"84740","2015","12","55","MT",38,873,8,2189703,39056.17,1182.66,"12"
"95183","2015","12","55","PA",10,1592,17,5188450,41855.59,1703.5,"50"
"96462","2015","12","55","PA",5,1592,17,5188450,41855.59,3530.59,"83"
"97016","2015","12","55","PB",68,1716,12,2835882,41660.7,2582.98,"3"
"99719","2015","12","55","PB",34,1716,12,2835882,41660.7,9500,"54"
"112169","2015","12","55","PE",10,1657,25,6356307,41304.94,7350,"69"
"111200","2015","12","55","PE",65,1657,25,6356307,41304.94,7800,"48"
"116356","2015","12","55","PI",21,1313,10,2345694,40599.91,4407.6,"9"
"120732","2015","12","55","PR",20,1081,30,7865950,38500,500,"15"
"123882","2015","12","55","PR",9,1081,30,7865950,38500,1901.88,"64"
"133358","2015","12","55","RJ",21,933,46,12141145,35388.11,7984.14,"3"
"138531","2015","12","55","RJ",34,933,46,12141145,35388.11,788.04,"119"
"136026","2015","12","55","RJ",54,933,46,12141145,35388.11,4500,"55"
"147237","2015","12","55","RN",54,1775,8,2327451,42360.13,6000,"20"
"152778","2015","12","55","RO",21,1900,8,1127154,43300.63,759.26,"10"
"160410","2015","12","55","RR",65,2496,8,299558,45240.67,1786.26,"49"
"165275","2015","12","55","RS",NA,1619,31,8392033,40504.04,843.4,"75"
"163209","2015","12","55","RS",20,1619,31,8392033,40504.04,87,"32"
"178229","2015","12","55","SC",10,1314,16,4859324,39505.92,7488.38,"51"
"176074","2015","12","55","SC",54,1314,16,4859324,39505.92,203.44,"5"
"181307","2015","12","55","SE",68,1292,8,1454165,39767.4,2220,"8"
"195370","2015","12","55","SP",38,873,70,31998432,36671.67,1574.75,"90"
"196629","2015","12","55","SP",36,873,70,31998432,36671.67,29600,"115"
"195413","2015","12","55","SP",13,873,70,31998432,36671.67,666.82,"91"
"203620","2015","12","55","TO",11,620,8,996887,39131.75,786.98,"2"
"3434","2016","1","55","AC",65,2246,8,506724,44260.6,430.53,"25"
"8511","2016","1","55","AL",2,1485,9,1995727,40572.24,234.66,"45"
"12552","2016","1","55","AM",54,1932,8,2226891,43198.26,2550,"34"
"14917","2016","1","55","AP",34,1791,8,455514,43002.92,172.31,"17"
"19703","2016","1","55","BA",25,1060,39,10185417,38638.99,2258.42,"1"
"23832","2016","1","55","BA",54,1060,39,10185417,38638.99,11927.36,"86"
"32509","2016","1","55","CE",2,1687,22,6271554,42079.91,4500,"2"
"36426","2016","1","55","CE",54,1687,22,6271554,42079.91,338.5,"76"
"40842","2016","1","55","DF",15,0,8,1897677,30416.8,1822.84,"25"
"45357","2016","1","55","ES",38,947,10,2653536,37052.05,8543.59,"48"
"53704","2016","1","55","GO",1,173,17,4331733,35135.2,1042.77,"43"
"57981","2016","1","55","MA",38,1524,18,4497336,41779.83,1808.54,"32"
"55826","2016","1","55","MA",9,1524,18,4497336,41779.83,4000,"6"
"69721","2016","1","55","MG",65,624,53,15248681,35720.85,78,"78"
"64908","2016","1","55","MG",21,624,53,15248681,35720.85,8650,"24"
"69427","2016","1","55","MG",36,624,53,15248681,35720.85,830.5,"71"
"80746","2016","1","55","MS",20,878,8,1818937,40170.98,6200,"12"
"85084","2016","1","55","MT",65,873,8,2189703,39056.17,887,"14"
"95576","2016","1","55","PA",65,1592,17,5188450,41855.59,1000,"61"
"96130","2016","1","55","PA",10,1592,17,5188450,41855.59,3074.06,"70"
"98431","2016","1","55","PB",65,1716,12,2835882,41660.7,11539,"32"
"99370","2016","1","55","PB",21,1716,12,2835882,41660.7,8000,"53"
"113876","2016","1","55","PE",11,1657,25,6356307,41304.94,2625.71,"102"
"113602","2016","1","55","PE",5,1657,25,6356307,41304.94,147.18,"100"
"116545","2016","1","55","PI",36,1313,10,2345694,40599.91,9000,"15"
"128276","2016","1","55","PR",34,1081,30,7865950,38500,3514.38,"135"
"122060","2016","1","55","PR",10,1081,30,7865950,38500,33,"46"
"137867","2016","1","55","RJ",21,933,46,12141145,35388.11,6000,"89"
"136070","2016","1","55","RJ",5,933,46,12141145,35388.11,15891.14,"51"
"150301","2016","1","55","RN",65,1775,8,2327451,42360.13,5710.61,"32"
"154839","2016","1","55","RO",21,1900,8,1127154,43300.63,617.5,"47"
"159470","2016","1","55","RR",21,2496,8,299558,45240.67,1534.75,"27"
"164697","2016","1","55","RS",21,1619,31,8392033,40504.04,764.7,"49"
"164555","2016","1","55","RS",NA,1619,31,8392033,40504.04,5191.44,"46"
"177514","2016","1","55","SC",36,1314,16,4859324,39505.92,1915.7,"24"
"177640","2016","1","55","SC",36,1314,16,4859324,39505.92,4000,"25"
"183033","2016","1","55","SE",21,1292,8,1454165,39767.4,81.7,"47"
"196495","2016","1","55","SP",38,873,70,31998432,36671.67,1684.54,"114"
"196332","2016","1","55","SP",68,873,70,31998432,36671.67,665.46,"111"
"189287","2016","1","55","SP",21,873,70,31998432,36671.67,8000,"30"
"205653","2016","1","55","TO",21,620,8,996887,39131.75,4453.15,"44"
"3937","2016","2","55","AC",68,2246,8,506724,44260.6,210.81,"38"
"8178","2016","2","55","AL",36,1485,9,1995727,40572.24,208.89,"45"
"8909","2016","2","55","AM",20,1932,8,2226891,43198.26,3296.85,"1"
"16221","2016","2","55","AP",34,1791,8,455514,43002.92,12000,"50"
"25387","2016","2","55","BA",21,1060,39,10185417,38638.99,12,"121"
"21589","2016","2","55","BA",68,1060,39,10185417,38638.99,473.52,"41"
"36724","2016","2","55","CE",34,1687,22,6271554,42079.91,5362.67,"82"
"36339","2016","2","55","CE",25,1687,22,6271554,42079.91,47,"70"
"40721","2016","2","55","DF",36,0,8,1897677,30416.8,3500,"20"
"45473","2016","2","55","ES",15,947,10,2653536,37052.05,6555.88,"57"
"51436","2016","2","55","GO",10,173,17,4331733,35135.2,4500,"5"
"54109","2016","2","55","GO",1,173,17,4331733,35135.2,278.43,"59"
"55685","2016","2","55","MA",5,1524,18,4497336,41779.83,5000,"1"
"58988","2016","2","55","MA",20,1524,18,4497336,41779.83,122,"68"
"64959","2016","2","55","MG",21,624,53,15248681,35720.85,671.9,"32"
"77885","2016","2","55","MG",38,624,53,15248681,35720.85,2488.88,"124"
"66181","2016","2","55","MG",38,624,53,15248681,35720.85,1033.64,"54"
"82859","2016","2","55","MS",34,878,8,1818937,40170.98,10671.97,"43"
"88083","2016","2","55","MT",65,873,8,2189703,39056.17,6091.32,"45"
"94842","2016","2","55","PA",9,1592,17,5188450,41855.59,6000,"53"
"93865","2016","2","55","PA",65,1592,17,5188450,41855.59,29178.89,"32"
"98406","2016","2","55","PB",21,1716,12,2835882,41660.7,1215.35,"30"
"100813","2016","2","55","PB",68,1716,12,2835882,41660.7,2500,"82"
"108870","2016","2","55","PE",65,1657,25,6356307,41304.94,237.84,"1"
"114719","2016","2","55","PE",9,1657,25,6356307,41304.94,2358.59,"131"
"119541","2016","2","55","PI",20,1313,10,2345694,40599.91,9200,"63"
"127502","2016","2","55","PR",34,1081,30,7865950,38500,4246.49,"141"
"120570","2016","2","55","PR",10,1081,30,7865950,38500,2855.61,"17"
"127475","2016","2","55","PR",38,1081,30,7865950,38500,315,"140"
"134387","2016","2","55","RJ",11,933,46,12141145,35388.11,391.4,"34"
"135682","2016","2","55","RJ",36,933,46,12141145,35388.11,604.91,"60"
"139300","2016","2","55","RJ",NA,933,46,12141145,35388.11,11612.11,"128"
"150708","2016","2","55","RN",34,1775,8,2327451,42360.13,1785,"40"
"153615","2016","2","55","RO",21,1900,8,1127154,43300.63,367.5,"25"
"158950","2016","2","55","RR",34,2496,8,299558,45240.67,26900,"14"
"167498","2016","2","55","RS",21,1619,31,8392033,40504.04,1800,"113"
"161926","2016","2","55","RS",21,1619,31,8392033,40504.04,1040.32,"3"
"177134","2016","2","55","SC",10,1314,16,4859324,39505.92,1706.18,"26"
"179259","2016","2","55","SC",38,1314,16,4859324,39505.92,3500,"70"
"180762","2016","2","55","SE",34,1292,8,1454165,39767.4,5682.11,"4"
"198444","2016","2","55","SP",13,873,70,31998432,36671.67,644.03,"156"
"188038","2016","2","55","SP",10,873,70,31998432,36671.67,2034.1,"4"
"195788","2016","2","55","SP",21,873,70,31998432,36671.67,2000.97,"98"
"204786","2016","2","55","TO",65,620,8,996887,39131.75,1310.11,"30"
"3315","2016","3","55","AC",65,2246,8,506724,44260.6,2196.42,"29"
"7942","2016","3","55","AL",54,1485,9,1995727,40572.24,2970.54,"38"
"9292","2016","3","55","AM",20,1932,8,2226891,43198.26,5000,"10"
"16189","2016","3","55","AP",10,1791,8,455514,43002.92,1565.32,"56"
"24328","2016","3","55","BA",21,1060,39,10185417,38638.99,5239.04,"105"
"22148","2016","3","55","BA",36,1060,39,10185417,38638.99,8700,"49"
"25180","2016","3","55","BA",54,1060,39,10185417,38638.99,11040,"128"
"34492","2016","3","55","CE",65,1687,22,6271554,42079.91,25000,"53"
"36195","2016","3","55","CE",2,1687,22,6271554,42079.91,3469.6,"77"
"41032","2016","3","55","DF",34,0,8,1897677,30416.8,5000,"27"
"43455","2016","3","55","ES",1,947,10,2653536,37052.05,1945.82,"19"
"53287","2016","3","55","GO",15,173,17,4331733,35135.2,150,"43"
"54543","2016","3","55","GO",34,173,17,4331733,35135.2,20410.41,"72"
"60337","2016","3","55","MA",21,1524,18,4497336,41779.83,3486.69,"89"
"60425","2016","3","55","MA",10,1524,18,4497336,41779.83,17050,"92"
"79039","2016","3","55","MG",1,624,53,15248681,35720.85,5000,"158"
"79313","2016","3","55","MG",20,624,53,15248681,35720.85,2550,"168"
"66173","2016","3","55","MG",34,624,53,15248681,35720.85,1098.56,"54"
"80858","2016","3","55","MS",34,878,8,1818937,40170.98,8855.69,"19"
"84733","2016","3","55","MT",21,873,8,2189703,39056.17,255.37,"16"
"96342","2016","3","55","PA",36,1592,17,5188450,41855.59,1729.75,"89"
"89234","2016","3","55","PA",38,1592,17,5188450,41855.59,897.13,"7"
"97271","2016","3","55","PB",68,1716,12,2835882,41660.7,2000,"8"
"97765","2016","3","55","PB",13,1716,12,2835882,41660.7,45.87,"20"
"109837","2016","3","55","PE",65,1657,25,6356307,41304.94,15800,"26"
"110724","2016","3","55","PE",34,1657,25,6356307,41304.94,1604.39,"46"
"114468","2016","3","55","PE",25,1657,25,6356307,41304.94,2198.17,"143"
"119437","2016","3","55","PI",34,1313,10,2345694,40599.91,7368,"61"
"125454","2016","3","55","PR",8,1081,30,7865950,38500,3900,"106"
"127312","2016","3","55","PR",36,1081,30,7865950,38500,1645.73,"141"
"125254","2016","3","55","PR",8,1081,30,7865950,38500,67.35,"98"
"135707","2016","3","55","RJ",68,933,46,12141145,35388.11,871.65,"55"
"138747","2016","3","55","RJ",65,933,46,12141145,35388.11,1818.76,"127"
"135669","2016","3","55","RJ",9,933,46,12141145,35388.11,1445.6,"53"
"151028","2016","3","55","RN",21,1775,8,2327451,42360.13,10100,"49"
"154047","2016","3","55","RO",25,1900,8,1127154,43300.63,1798.55,"36"
"159954","2016","3","55","RR",21,2496,8,299558,45240.67,491.71,"43"
"165135","2016","3","55","RS",54,1619,31,8392033,40504.04,1117.89,"72"
"164835","2016","3","55","RS",36,1619,31,8392033,40504.04,10652.99,"65"
"179321","2016","3","55","SC",10,1314,16,4859324,39505.92,14850,"70"
"177644","2016","3","55","SC",10,1314,16,4859324,39505.92,182.28,"37"
"183131","2016","3","55","SE",36,1292,8,1454165,39767.4,5234.09,"55"
"189191","2016","3","55","SP",21,873,70,31998432,36671.67,9648.11,"28"
"198034","2016","3","55","SP",5,873,70,31998432,36671.67,5422,"145"
"196616","2016","3","55","SP",9,873,70,31998432,36671.67,6199.57,"116"
"203926","2016","3","55","TO",11,620,8,996887,39131.75,334.36,"10"
"4112","2016","4","55","AC",65,2246,8,506724,44260.6,266,"41"
"5291","2016","4","55","AL",2,1485,9,1995727,40572.24,128.55,"21"
"12597","2016","4","55","AM",21,1932,8,2226891,43198.26,1697.4,"42"
"15528","2016","4","55","AP",65,1791,8,455514,43002.92,2749.42,"41"
"22178","2016","4","55","BA",25,1060,39,10185417,38638.99,3630.35,"62"
"20815","2016","4","55","BA",9,1060,39,10185417,38638.99,4500,"33"
"25606","2016","4","55","BA",21,1060,39,10185417,38638.99,29209.74,"136"
"37507","2016","4","55","CE",65,1687,22,6271554,42079.91,71,"117"
"37075","2016","4","55","CE",68,1687,22,6271554,42079.91,3156.13,"110"
"42006","2016","4","55","DF",36,0,8,1897677,30416.8,313.62,"52"
"44479","2016","4","55","ES",15,947,10,2653536,37052.05,2800,"33"
"53876","2016","4","55","GO",15,173,17,4331733,35135.2,150,"60"
"54154","2016","4","55","GO",25,173,17,4331733,35135.2,861,"66"
"58486","2016","4","55","MA",10,1524,18,4497336,41779.83,216.96,"50"
"58485","2016","4","55","MA",10,1524,18,4497336,41779.83,56.79,"49"
"64976","2016","4","55","MG",1,624,53,15248681,35720.85,341.05,"29"
"64367","2016","4","55","MG",11,624,53,15248681,35720.85,14650,"11"
"70080","2016","4","55","MG",68,624,53,15248681,35720.85,81195.27,"127"
"81095","2016","4","55","MS",21,878,8,1818937,40170.98,1499,"20"
"87170","2016","4","55","MT",21,873,8,2189703,39056.17,2832.19,"30"
"94193","2016","4","55","PA",65,1592,17,5188450,41855.59,599.11,"44"
"95200","2016","4","55","PA",15,1592,17,5188450,41855.59,19211.59,"64"
"98484","2016","4","55","PB",65,1716,12,2835882,41660.7,20440,"33"
"97528","2016","4","55","PB",21,1716,12,2835882,41660.7,1359.12,"16"
"109335","2016","4","55","PE",38,1657,25,6356307,41304.94,877.64,"13"
"109894","2016","4","55","PE",38,1657,25,6356307,41304.94,2501.88,"26"
"116378","2016","4","55","PI",25,1313,10,2345694,40599.91,206.33,"11"
"121787","2016","4","55","PR",68,1081,30,7865950,38500,18109.29,"41"
"124755","2016","4","55","PR",36,1081,30,7865950,38500,1001.05,"89"
"122068","2016","4","55","PR",54,1081,30,7865950,38500,575.67,"48"
"133257","2016","4","55","RJ",5,933,46,12141145,35388.11,15000,"4"
"133390","2016","4","55","RJ",10,933,46,12141145,35388.11,3055.1,"8"
"135029","2016","4","55","RJ",65,933,46,12141145,35388.11,1332.97,"45"
"150697","2016","4","55","RN",21,1775,8,2327451,42360.13,3479.53,"44"
"154092","2016","4","55","RO",21,1900,8,1127154,43300.63,40000,"39"
"159749","2016","4","55","RR",21,2496,8,299558,45240.67,7550,"36"
"163188","2016","4","55","RS",21,1619,31,8392033,40504.04,5511.32,"29"
"167305","2016","4","55","RS",21,1619,31,8392033,40504.04,147.56,"123"
"177070","2016","4","55","SC",21,1314,16,4859324,39505.92,1751.88,"22"
"179699","2016","4","55","SC",54,1314,16,4859324,39505.92,11853.6,"85"
"181467","2016","4","55","SE",13,1292,8,1454165,39767.4,22050,"18"
"188819","2016","4","55","SP",1,873,70,31998432,36671.67,3960.07,"13"
