"","ano","distancia","eleitores","valor","orig.id"
"22569","2016",1619,8392033,61541.03,"2766"
"25309","2016",873,31998432,537933.14,"3147"
"15069","2016",1657,6356307,47639.93,"1892"
"22809","2016",1314,4859324,131046.48,"2814"
"8611","2016",624,15248681,6968.93,"1103"
"9561","2016",624,15248681,81632.39,"1150"
"12678","2016",1592,5188450,9041.8,"1549"
"22469","2016",1619,8392033,55182.69,"2743"
"17285","2016",1081,7865950,320.68,"2130"
"17109","2016",1081,7865950,2342.75,"2094"
"4237","2016",1687,6271554,63781.77,"531"
"24619","2016",873,31998432,220800,"3062"
"10790","2016",878,1818937,17013.65,"1319"
"24778","2016",873,31998432,363381.55,"3093"
"10816","2016",878,1818937,51195.44,"1323"
"14796","2016",1657,6356307,14907.76,"1827"
"7710","2016",1524,4497336,220258.8,"1018"
"22518","2016",1619,8392033,2747.21,"2754"
"23046","2016",1314,4859324,22726.53,"2869"
"21375","2016",1619,8392033,921.2,"2663"
"18374","2016",933,12141145,166019.3,"2363"
"12265","2016",1592,5188450,5535,"1467"
"14818","2016",1657,6356307,175569.76,"1834"
"13096","2016",1716,2835882,498.68,"1642"
"15920","2016",1313,2345694,19500,"1990"
"19470","2016",1775,2327451,2934.02,"2437"
"24479","2016",873,31998432,164891.5,"3028"
"20849","2016",2496,299558,534.44,"2544"
"5237","2016",0,1897677,662.14,"672"
"12361","2016",1592,5188450,2830.8,"1487"
"22320","2016",1619,8392033,51218.37,"2701"
"14682","2016",1657,6356307,3848.73,"1804"
"7521","2016",1524,4497336,128000,"962"
"14689","2016",1657,6356307,7093.96,"1807"
"3598","2016",1060,10185417,26594.55,"445"
"8668","2016",624,15248681,60,"1112"
"14868","2016",1657,6356307,2032.76,"1841"
"26219","2016",620,996887,840.68,"3205"
"8326","2016",1524,4497336,170.22,"1045"
"2984","2016",1060,10185417,282820.8,"334"
"26721","2016",620,996887,26828.78,"3246"
"7596","2016",1524,4497336,55,"981"
"14794","2016",1657,6356307,5707,"1826"
"20448","2016",1900,1127154,40782.52,"2533"
"26645","2016",620,996887,263000,"3227"
"9900","2016",624,15248681,6201.66,"1161"
"11638","2016",873,2189703,121659.25,"1421"
"7565","2016",1524,4497336,104184.85,"974"
"21361","2016",1619,8392033,15598.41,"2657"
"14798","2016",1657,6356307,299782,"1829"
"17132","2016",1081,7865950,1581.97,"2100"
"8636","2016",624,15248681,11738.14,"1108"
"132","2016",2246,506724,15215,"27"
"18197","2016",933,12141145,72642.34,"2322"
"4431","2016",1687,6271554,71664.36,"575"
"10040","2016",624,15248681,1061.09,"1193"
"16129","2016",1081,7865950,84680,"2033"
"7245","2016",173,4331733,3595.3,"945"
"17823","2016",933,12141145,102292.38,"2246"
"4089","2016",1687,6271554,110189.32,"501"
"25369","2016",873,31998432,3710.19,"3160"
"23885","2016",1292,1454165,79114.6,"2950"
"15895","2016",1313,2345694,116401.8,"1983"
"1175","2016",1485,1995727,68927.83,"156"
"17818","2016",933,12141145,140201.97,"2244"
"297","2016",2246,506724,59819.97,"56"
"17590","2016",1081,7865950,54000,"2194"
"1263","2016",1932,2226891,14140.1,"170"
"15886","2016",1313,2345694,16952.32,"1981"
"24368","2016",873,31998432,77037.45,"3005"
"12695","2016",1592,5188450,146543.68,"1554"
"26240","2016",620,996887,979.98,"3208"
"4771","2016",1687,6271554,106830,"652"
"14334","2016",1657,6356307,10754.28,"1734"
"18463","2016",933,12141145,269844.93,"2385"
"934","2016",1485,1995727,146,"97"
"18156","2016",933,12141145,10806,"2313"
"8692","2016",624,15248681,240604,"1117"
"17345","2016",1081,7865950,264358.8,"2140"
"5412","2016",0,1897677,90553,"693"
"22348","2016",1619,8392033,25250,"2713"
"16023","2016",1081,7865950,7665.69,"2007"
"14853","2016",1657,6356307,3837.06,"1838"
"17526","2016",1081,7865950,3010.4,"2175"
"19518","2016",1775,2327451,26513.19,"2450"
"17097","2016",1081,7865950,130110.6,"2091"
"7614","2016",1524,4497336,266,"988"
"4498","2016",1687,6271554,94500,"594"
"17561","2016",1081,7865950,292.8,"2184"
"20839","2016",2496,299558,1930.49,"2541"
"24879","2016",873,31998432,265109.52,"3119"
"9967","2016",624,15248681,18017.53,"1174"
"7154","2016",173,4331733,37096.52,"924"
"3251","2016",1060,10185417,2886.44,"388"
"20196","2016",1900,1127154,275130,"2475"
"18356","2016",933,12141145,351666.31,"2356"
"3787","2016",1060,10185417,150,"484"
"2124","2016",1791,455514,123591,"301"
"7201","2016",173,4331733,7561.57,"937"
"16041","2016",1081,7865950,117826.79,"2013"
"12967","2016",1716,2835882,449.16,"1610"
"5231","2016",0,1897677,328.05,"669"
"19450","2016",1775,2327451,124292.12,"2433"
"1435","2016",1932,2226891,7402.71,"209"
"16781","2016",1081,7865950,10355.89,"2034"
"20409","2016",1900,1127154,231450,"2524"
"7497","2016",1524,4497336,144983.11,"958"
"23802","2016",1292,1454165,4788.46,"2935"
"3002","2016",1060,10185417,2107,"338"
"4526","2016",1687,6271554,1761.3,"598"
"1267","2016",1932,2226891,19000,"173"
"14716","2016",1657,6356307,17684.27,"1813"
"10251","2016",624,15248681,693.99,"1241"
"7138","2016",173,4331733,916.63,"916"
"10320","2016",624,15248681,21582.27,"1259"
"17857","2016",933,12141145,54364.8,"2252"
"19326","2016",1775,2327451,41245.72,"2407"
"7637","2016",1524,4497336,20916.07,"996"
"11678","2016",873,2189703,110840,"1432"
"10939","2016",878,1818937,19964.23,"1350"
"6826","2016",173,4331733,12145.93,"849"
"852","2016",1485,1995727,11141.11,"76"
"7226","2016",173,4331733,1646.8,"940"
"26169","2016",620,996887,29785.62,"3196"
"21409","2016",1619,8392033,1602.01,"2669"
"21125","2016",2496,299558,347884.48,"2608"
"8824","2016",624,15248681,27279.39,"1144"
"6712","2016",173,4331733,19854.84,"827"
"13179","2016",1716,2835882,49995.81,"1664"
"12541","2016",1592,5188450,117500,"1521"
"24471","2016",873,31998432,89630.5,"3027"
"21172","2016",1619,8392033,961.9,"2615"
"5460","2016",0,1897677,826.88,"706"
"1034","2016",1485,1995727,11625.2,"120"
"20254","2016",1900,1127154,2322.96,"2486"
"24661","2016",873,31998432,11088.25,"3071"
"6371","2016",947,2653536,2264.85,"814"
"10110","2016",624,15248681,93937.02,"1209"
"15529","2016",1313,2345694,868.89,"1955"
"17689","2016",933,12141145,32140,"2219"
"4611","2016",1687,6271554,59801.57,"617"
"15605","2016",1313,2345694,122795.58,"1975"
"6982","2016",173,4331733,4705.2,"882"
"11418","2016",873,2189703,536.28,"1407"
"5936","2016",947,2653536,711.46,"792"
"8561","2016",1524,4497336,2362.32,"1092"
"7218","2016",173,4331733,161670,"939"
"15393","2016",1313,2345694,1731.1,"1918"
"22983","2016",1314,4859324,120569.65,"2853"
"15950","2016",1313,2345694,6517.16,"1998"
"21291","2016",1619,8392033,30770,"2645"
"18375","2016",933,12141145,1785.28,"2364"
"1134","2016",1485,1995727,519.1,"145"
"7788","2016",1524,4497336,285473.54,"1040"
"11779","2016",873,2189703,25875,"1461"
"5864","2016",947,2653536,14216,"775"
"20845","2016",2496,299558,46901.19,"2543"
"22394","2016",1619,8392033,1086.5,"2727"
"14892","2016",1657,6356307,1652,"1851"
"7622","2016",1524,4497336,122100,"991"
"12552","2016",1592,5188450,85110.47,"1525"
"17624","2016",933,12141145,11253.6,"2206"
"17329","2016",1081,7865950,292905.62,"2135"
"4069","2016",1687,6271554,52214.9,"494"
"12697","2016",1592,5188450,33340,"1556"
"7052","2016",173,4331733,48875,"902"
"12873","2016",1592,5188450,138302.6,"1600"
"1129","2016",1485,1995727,793.53,"143"
"11440","2016",873,2189703,11853.1,"1413"
"11720","2016",873,2189703,54334.99,"1445"
"4462","2016",1687,6271554,129452.91,"583"
"16106","2016",1081,7865950,5654.61,"2026"
"13180","2016",1716,2835882,135,"1665"
"14935","2016",1657,6356307,1221,"1857"
"22349","2016",1619,8392033,1643.87,"2714"
"987","2016",1485,1995727,5172.47,"108"
"16034","2016",1081,7865950,163720,"2011"
"7124","2016",173,4331733,999.47,"914"
"4355","2016",1687,6271554,87839.35,"561"
"23851","2016",1292,1454165,3799.68,"2945"
"20163","2016",1900,1127154,126800,"2469"
"22858","2016",1314,4859324,20112.65,"2827"
"16915","2016",1081,7865950,36971.94,"2055"
"22357","2016",1619,8392033,12395.94,"2715"
"15051","2016",1657,6356307,4397.01,"1887"
"11356","2016",873,2189703,25620,"1398"
"20873","2016",2496,299558,341.35,"2552"
"7717","2016",1524,4497336,26080.64,"1020"
"10307","2016",624,15248681,3312,"1255"
"144","2016",2246,506724,158853.08,"33"
"1748","2016",1932,2226891,5037.43,"223"
"4186","2016",1687,6271554,10939.49,"519"
"3653","2016",1060,10185417,6000,"455"
"15891","2016",1313,2345694,7051.62,"1982"
"1745","2016",1932,2226891,1000,"221"
"10264","2016",624,15248681,31143.08,"1246"
"4785","2016",1687,6271554,106984.3,"655"
"14984","2016",1657,6356307,8026.11,"1871"
"19882","2016",1775,2327451,182863.26,"2464"
"21016","2016",2496,299558,460,"2585"
"10920","2016",878,1818937,479.66,"1348"
"22432","2016",1619,8392033,43920,"2733"
"12384","2016",1592,5188450,2346.12,"1491"
"17625","2016",933,12141145,76815,"2207"
"17201","2016",1081,7865950,249.5,"2114"
"10115","2016",624,15248681,86545.82,"1211"
"24199","2016",873,31998432,25882.32,"2970"
"21030","2016",2496,299558,160390.37,"2587"
"12734","2016",1592,5188450,19370.5,"1567"
"24316","2016",873,31998432,18065.11,"2990"
"22909","2016",1314,4859324,41362.67,"2843"
"1380","2016",1932,2226891,105732.11,"199"
"17694","2016",933,12141145,8570.49,"2220"
"16071","2016",1081,7865950,52548,"2017"
"8476","2016",1524,4497336,132097.03,"1075"
"13057","2016",1716,2835882,42371.27,"1634"
"11641","2016",873,2189703,233880.8,"1422"
"15922","2016",1313,2345694,29500,"1991"
"3566","2016",1060,10185417,165853,"433"
"10347","2016",624,15248681,7890.51,"1264"
"8568","2016",1524,4497336,1655.69,"1093"
"6821","2016",173,4331733,65580.18,"848"
"4460","2016",1687,6271554,133646.77,"581"
"14822","2016",1657,6356307,2043.76,"1835"
"10946","2016",878,1818937,146.08,"1351"
"1325","2016",1932,2226891,2013.51,"187"
"23061","2016",1314,4859324,60556.44,"2875"
"15918","2016",1313,2345694,941,"1989"
"10222","2016",624,15248681,465508,"1234"
"19358","2016",1775,2327451,1396.02,"2414"
"2017","2016",1791,455514,1629,"279"
"922","2016",1485,1995727,329.66,"92"
"19391","2016",1775,2327451,38571.85,"2419"
"1456","2016",1932,2226891,5812.4,"216"
"7608","2016",1524,4497336,130762.9,"985"
"118","2016",2246,506724,246674.8,"24"
"7148","2016",173,4331733,394,"921"
"3247","2016",1060,10185417,365109.96,"387"
"9955","2016",624,15248681,765431.42,"1170"
"996","2016",1485,1995727,76000,"111"
"24328","2016",873,31998432,269603.52,"2994"
"21413","2016",1619,8392033,655.8,"2670"
"12510","2016",1592,5188450,11215.82,"1518"
"10766","2016",878,1818937,2165.62,"1311"
"1002","2016",1485,1995727,14548.46,"112"
"24833","2016",873,31998432,4397.89,"3104"
"4505","2016",1687,6271554,511.13,"595"
"2118","2016",1791,455514,7600.66,"299"
"24351","2016",873,31998432,1711.64,"3001"
"24872","2016",873,31998432,81895.99,"3115"
"4318","2016",1687,6271554,99951.55,"550"
"12841","2016",1592,5188450,32700,"1590"
"22441","2016",1619,8392033,3223.41,"2736"
"931","2016",1485,1995727,25500,"94"
"17019","2016",1081,7865950,21611.79,"2068"
"18086","2016",933,12141145,800,"2301"
"15039","2016",1657,6356307,70600,"1885"
"8458","2016",1524,4497336,150539.44,"1071"
"13089","2016",1716,2835882,9900,"1641"
"20930","2016",2496,299558,21736.75,"2564"
"18064","2016",933,12141145,11632.7,"2297"
"12418","2016",1592,5188450,221665.53,"1500"
"17871","2016",933,12141145,11171.95,"2259"
"24206","2016",873,31998432,75076.65,"2972"
"10521","2016",624,15248681,86073.32,"1294"
"22763","2016",1314,4859324,28623.88,"2802"
"17924","2016",933,12141145,935.64,"2268"
"16850","2016",1081,7865950,44550,"2038"
"13613","2016",1716,2835882,192791.04,"1683"
"8610","2016",624,15248681,387365.34,"1102"
"17196","2016",1081,7865950,778.96,"2112"
"5259","2016",0,1897677,654.26,"681"
"23713","2016",1292,1454165,2797.28,"2910"
"24507","2016",873,31998432,16671.34,"3039"
"23911","2016",1292,1454165,97654.95,"2954"
"13733","2016",1716,2835882,109000,"1704"
"9936","2016",624,15248681,21493.73,"1168"
"17803","2016",933,12141145,38728.44,"2239"
"5522","2016",0,1897677,14199.5,"717"
"18482","2016",933,12141145,953.88,"2390"
"914","2016",1485,1995727,35851.13,"90"
"10107","2016",624,15248681,142195.24,"1206"
"1404","2016",1932,2226891,3547.64,"204"
"24682","2016",873,31998432,171954.74,"3075"
"17043","2016",1081,7865950,351496.65,"2077"
"19848","2016",1775,2327451,72000,"2461"
"19353","2016",1775,2327451,821.56,"2412"
"4335","2016",1687,6271554,1196.55,"555"
"13772","2016",1716,2835882,186500,"1715"
"140","2016",2246,506724,23970,"30"
"15063","2016",1657,6356307,22672.31,"1889"
"8616","2016",624,15248681,14407.35,"1106"
"17947","2016",933,12141145,257210,"2275"
"13144","2016",1716,2835882,4,"1653"
"2079","2016",1791,455514,56685.82,"292"
"8376","2016",1524,4497336,3609.57,"1052"
"22963","2016",1314,4859324,88926.77,"2851"
"7728","2016",1524,4497336,366000,"1021"
"23071","2016",1314,4859324,54300,"2881"
"12324","2016",1592,5188450,49154.3,"1479"
"4821","2016",1687,6271554,3389.35,"667"
"1108","2016",1485,1995727,4211.1,"135"
"19860","2016",1775,2327451,1344,"2463"
"14505","2016",1657,6356307,81450,"1770"
"9565","2016",624,15248681,58611.06,"1151"
"24381","2016",873,31998432,141699.96,"3009"
"18135","2016",933,12141145,64000,"2308"
"23645","2016",1292,1454165,1218.98,"2893"
"13777","2016",1716,2835882,4122.91,"1717"
"171","2016",2246,506724,1249.35,"40"
"1939","2016",1791,455514,59332.45,"265"
"3807","2016",1060,10185417,54.6,"490"
"24725","2016",873,31998432,626798.06,"3087"
"15317","2016",1313,2345694,32400,"1902"
"6773","2016",173,4331733,61864.57,"839"
"10342","2016",624,15248681,3500,"1263"
"24603","2016",873,31998432,53695.35,"3056"
"3794","2016",1060,10185417,238012.01,"487"
"24709","2016",873,31998432,13024.6,"3080"
"21315","2016",1619,8392033,1400,"2652"
"22852","2016",1314,4859324,124291.43,"2824"
"17603","2016",1081,7865950,1788.95,"2200"
"24886","2016",873,31998432,18528.32,"3120"
"16997","2016",1081,7865950,126162.2,"2064"
"11018","2016",878,1818937,32847.46,"1371"
"21357","2016",1619,8392033,231361.22,"2656"
"20940","2016",2496,299558,146130.61,"2568"
"18407","2016",933,12141145,220397.5,"2371"
"12654","2016",1592,5188450,134066.06,"1545"
"24481","2016",873,31998432,308.72,"3030"
"18495","2016",933,12141145,116773.59,"2396"
"4649","2016",1687,6271554,932.8,"628"
"6849","2016",173,4331733,95780.11,"853"
"17115","2016",1081,7865950,18235.06,"2096"
"26137","2016",620,996887,14077.76,"3190"
"21354","2016",1619,8392033,1918.45,"2655"
"22875","2016",1314,4859324,29376.62,"2836"
"26688","2016",620,996887,138,"3239"
"6810","2016",173,4331733,9233.91,"847"
"1933","2016",1791,455514,14596.36,"262"
"26670","2016",620,996887,22040.22,"3233"
"17127","2016",1081,7865950,7324.16,"2099"
"19853","2016",1775,2327451,261500,"2462"
"3781","2016",1060,10185417,8325.01,"483"
"21183","2016",1619,8392033,5845.95,"2621"
"17366","2016",1081,7865950,111849.8,"2144"
"13084","2016",1716,2835882,12810.24,"1638"
"1272","2016",1932,2226891,2803.73,"174"
"1331","2016",1932,2226891,46400,"190"
"11215","2016",873,2189703,47585.49,"1390"
"3131","2016",1060,10185417,101480,"372"
"20458","2016",1900,1127154,27132.09,"2535"
"45","2016",2246,506724,3303.25,"12"
"10078","2016",624,15248681,38407.19,"1199"
"4605","2016",1687,6271554,3790.48,"616"
"23727","2016",1292,1454165,14299.99,"2913"
"23746","2016",1292,1454165,48000,"2920"
"4478","2016",1687,6271554,69000,"589"
"8367","2016",1524,4497336,8504.51,"1050"
"287","2016",2246,506724,49069.55,"54"
"5502","2016",0,1897677,534.95,"715"
"17761","2016",933,12141145,56960,"2232"
"3197","2016",1060,10185417,20249.91,"382"
"15944","2016",1313,2345694,953.73,"1996"
"23878","2016",1292,1454165,1099.73,"2949"
"20284","2016",1900,1127154,63368.79,"2493"
"1094","2016",1485,1995727,2766.31,"130"
"22864","2016",1314,4859324,238640.16,"2831"
"6977","2016",173,4331733,108714,"881"
"20268","2016",1900,1127154,37074.1,"2490"
"12711","2016",1592,5188450,61784.05,"1561"
"12531","2016",1592,5188450,2496.35,"1520"
"20310","2016",1900,1127154,5400,"2499"
"17430","2016",1081,7865950,2688.79,"2156"
"12769","2016",1592,5188450,187972.43,"1575"
"14721","2016",1657,6356307,33811.55,"1814"
"22512","2016",1619,8392033,149466.07,"2751"
"7022","2016",173,4331733,27600,"893"
"3651","2016",1060,10185417,41646.82,"454"
"22599","2016",1619,8392033,79167.34,"2772"
"127","2016",2246,506724,47997.85,"26"
"8845","2016",624,15248681,2298.45,"1148"
"20265","2016",1900,1127154,89390.6,"2489"
"13023","2016",1716,2835882,860.3,"1623"
"4814","2016",1687,6271554,12142.77,"664"
"5408","2016",0,1897677,2506.75,"691"
"169","2016",2246,506724,4258.76,"39"
"15546","2016",1313,2345694,76934.56,"1956"
"22516","2016",1619,8392033,1159.5,"2753"
"10410","2016",624,15248681,310527.88,"1275"
"18302","2016",933,12141145,8023.44,"2342"
"12683","2016",1592,5188450,21241.8,"1550"
"12861","2016",1592,5188450,53294.89,"1594"
"13008","2016",1716,2835882,36000,"1618"
"17393","2016",1081,7865950,4100,"2147"
"4225","2016",1687,6271554,48347.38,"525"
"22721","2016",1314,4859324,157961.1,"2795"
"23783","2016",1292,1454165,113,"2928"
"10165","2016",624,15248681,3759,"1227"
"7025","2016",173,4331733,27846,"894"
"6738","2016",173,4331733,85.67,"833"
"5881","2016",947,2653536,112405.21,"778"
"14433","2016",1657,6356307,70203,"1758"
"8782","2016",624,15248681,126969.78,"1136"
"14287","2016",1657,6356307,138786.93,"1723"
"6972","2016",173,4331733,709.19,"879"
"10489","2016",624,15248681,3250.1,"1287"
"22775","2016",1314,4859324,224036.5,"2806"
"6353","2016",947,2653536,21815.12,"809"
"18376","2016",933,12141145,29637.83,"2365"
"17045","2016",1081,7865950,47196.66,"2078"
"1146","2016",1485,1995727,134870,"147"
"10846","2016",878,1818937,82848.25,"1331"
"18306","2016",933,12141145,57890.28,"2344"
"24490","2016",873,31998432,918021.73,"3032"
"17699","2016",933,12141145,191760.37,"2223"
"10136","2016",624,15248681,2354.09,"1216"
"2942","2016",1060,10185417,82500,"321"
"23023","2016",1314,4859324,965,"2861"
"17598","2016",1081,7865950,25147.18,"2198"
"3356","2016",1060,10185417,31432.41,"405"
"10956","2016",878,1818937,66763.86,"1355"
"14647","2016",1657,6356307,130500,"1796"
"1948","2016",1791,455514,107256.04,"269"
"23836","2016",1292,1454165,49991.98,"2940"
"1009","2016",1485,1995727,154908.49,"114"
"2944","2016",1060,10185417,381222.6,"323"
"4557","2016",1687,6271554,75830,"604"
"4216","2016",1687,6271554,34752.55,"523"
"1840","2016",1791,455514,85459,"238"
"17336","2016",1081,7865950,16297.07,"2137"
"17006","2016",1081,7865950,166529.82,"2065"
"19436","2016",1775,2327451,733.23,"2430"
"5918","2016",947,2653536,175617,"785"
"22493","2016",1619,8392033,15877,"2747"
"1845","2016",1791,455514,107000,"241"
"11676","2016",873,2189703,110889.91,"1430"
"18256","2016",933,12141145,813169.75,"2332"
"3630","2016",1060,10185417,3819.34,"451"
"14366","2016",1657,6356307,37178.73,"1742"
"26214","2016",620,996887,4080,"3204"
"26743","2016",620,996887,6915.8,"3254"
"16040","2016",1081,7865950,25397.45,"2012"
"23734","2016",1292,1454165,199.91,"2917"
"10937","2016",878,1818937,7000,"1349"
"7600","2016",1524,4497336,15479.67,"982"
"3534","2016",1060,10185417,15424.11,"426"
"15412","2016",1313,2345694,24000,"1924"
"9923","2016",624,15248681,1734.38,"1165"
"24487","2016",873,31998432,349158.5,"3031"
"8763","2016",624,15248681,146328.64,"1133"
"1296","2016",1932,2226891,14000,"181"
"3034","2016",1060,10185417,52395.62,"346"
"7164","2016",173,4331733,239353.35,"928"
"21338","2016",1619,8392033,15261.32,"2654"
"10087","2016",624,15248681,3830.44,"1200"
"10159","2016",624,15248681,111653.41,"1224"
